,cod_ibge,txt_nome_municipio,txt_sigla_uf,txt_regiao,dt_assinatura,cod_operacao,txt_nome_empreendimento,txt_nome_agente_financeiro,txt_modalidade,txt_situacao_empreendimento,qtd_uh,qtd_uh_entregues,qtd_uh_vigentes,qtd_uh_distratadas,val_contratado_total,val_desembolsado
0,110.02,Porto Velho ,RO,Norte,09/04/2010,29925581.0,RESIDENCIAL CIDADE DE TODOS III,CAIXA,FAR,Concluído,240,240,0,0,13830963.0,13809147.96
1,110.02,Porto Velho ,RO,Norte,09/04/2010,30011639.0,RESIDENCIAL CIDADE DE TODOS IX,CAIXA,FAR,Concluído,240,240,0,0,14218052.0,14218051.93
2,110.02,Porto Velho ,RO,Norte,09/07/2010,32680414.0,RESIDENCIAL CIDADE DE TODOS - LOTE 01,CAIXA,FAR,Concluído,114,114,0,0,6840691.0,6840691.6
3,110.02,Porto Velho ,RO,Norte,09/07/2010,32703630.0,RESIDENCIAL CIDADE DE TODOS - LOTE 02,CAIXA,FAR,Concluído,82,82,0,0,3421062.0,3421062.22
4,110.02,Porto Velho ,RO,Norte,25/06/2013,40267126.0,RESIDENCIAL PORTO BELLO II,CAIXA,FAR,Concluído,272,272,0,0,18161056.0,18161056.68
5,110.02,Porto Velho ,RO,Norte,25/06/2013,40267344.0,RESIDENCIAL PORTO BELO I,CAIXA,FAR,Concluído,272,272,0,0,18185358.0,17921671.09
6,110.02,Porto Velho ,RO,Norte,25/06/2013,40267459.0,PORTO MADERO V,CAIXA,FAR,Não Concluído,288,0,288,0,19198308.0,17791071.36
7,110.02,Porto Velho ,RO,Norte,25/06/2013,40267564.0,RESIDENCIAL PORTO BELLO III,CAIXA,FAR,Concluído,272,272,0,0,18224000.0,18224000.0
8,110.02,Porto Velho ,RO,Norte,25/06/2013,40272237.0,RESIDENCIAL PORTO BELLO IV,CAIXA,FAR,Concluído,272,272,0,0,18043186.0,18043186.04
9,110.02,Porto Velho ,RO,Norte,25/06/2013,40272789.0,RESIDENCIAL PORTO MADERO I,CAIXA,FAR,Concluído,304,304,0,0,20045632.0,20045631.12
10,110.02,Porto Velho ,RO,Norte,25/06/2013,40272906.0,PORTO MADERO II,CAIXA,FAR,Não Concluído,304,0,304,0,20107406.0,19244798.29
11,110.02,Porto Velho ,RO,Norte,25/06/2013,40273148.0,PORTO FINO,CAIXA,FAR,Não Concluído,304,0,304,0,20368000.0,19677524.8
12,110.02,Porto Velho ,RO,Norte,25/06/2013,40273367.0,RESIDENCIAL PORTO MADERO III,CAIXA,FAR,Concluído,304,304,0,0,20010476.0,20010476.58
13,110.02,Porto Velho ,RO,Norte,25/06/2013,40273690.0,RESIDENCIAL PORTO MADERO IV,CAIXA,FAR,Concluído,144,144,0,0,9648000.0,9648000.0
14,110.002,Ariquemes ,RO,Norte,25/03/2013,40024519.0,RESIDENCIAL FELIZ CIDADE,CAIXA,FAR,Concluído,349,349,0,0,21539532.0,21539532.5
15,110.002,Ariquemes ,RO,Norte,24/09/2013,40840300.0,CONJUNTO HABITACIONAL ZONA SUL,CAIXA,FAR,Concluído,300,300,0,0,18000000.0,18000000.0
16,110.012,Ji-Paraná ,RO,Norte,10/02/2014,41629781.0,CONJUNTO RESIDENCIAL RONDON I,CAIXA,FAR,Concluído,600,600,0,0,39031348.0,38952502.97
17,110.012,Ji-Paraná ,RO,Norte,30/06/2014,42006010.0,RESIDENCIAL CAPELASSO,CAIXA,FAR,Concluído,800,800,0,0,52000000.0,52000000.0
18,110.012,Ji-Paraná ,RO,Norte,05/01/2012,36711974.0,LOTEAMENTO BOSQUE DOS IPES 01,CAIXA,FAR,Concluído,179,179,0,0,9487000.0,9487000.0
19,110.012,Ji-Paraná ,RO,Norte,05/01/2012,36725647.0,LOTEAMENTO BOSQUE DOS IPES 02,CAIXA,FAR,Concluído,414,414,0,0,22189263.0,22180977.94
20,110.004,Cacoal ,RO,Norte,25/07/2012,38389054.0,RESIDENCIAL ALPHA PARQUE,CAIXA,FAR,Concluído,417,417,0,0,23769000.0,23769000.0
21,110.004,Cacoal ,RO,Norte,28/11/2017,48742631.0,CIDADE VERDE,CAIXA,FAR,Não Concluído,300,0,300,0,28994807.9,25544022.53
22,220.7,Oeiras ,PI,Nordeste,30/07/2018,50506923.0,ALTO DAS CANELA II,CAIXA,FAR,Concluído,12,12,0,0,780000.0,780000.0
23,110.004,Cacoal ,RO,Norte,27/12/2013,41712526.0,RESIDENCIAL PAINEIRAS,CAIXA,FAR,Concluído,684,684,0,0,41040000.0,41040000.0
24,110.018,Pimenta Bueno ,RO,Norte,20/03/2014,35791056.0,PAC2 - PMCMV - PIMENTA BUENO,CAIXA,FAR,Concluído,100,100,0,0,5960438.0,5946374.14
25,110.03,Vilhena ,RO,Norte,05/01/2012,36704706.0,RESIDENCIAL ALVORADA - SETOR 80,CAIXA,FAR,Concluído,200,200,0,0,10458200.0,10458199.68
26,110.03,Vilhena ,RO,Norte,01/06/2010,30692336.0,CONJUNTO HABITACIONAL URBANO NO SETOR 73,CAIXA,FAR,Concluído,200,200,0,0,7799998.0,7799997.99
27,110.03,Vilhena ,RO,Norte,15/01/2010,29243613.0,CONJUNTO HABITACIONAL ASSOSETE,CAIXA,FAR,Concluído,100,100,0,0,3873499.0,3873499.83
28,110.03,Vilhena ,RO,Norte,22/12/2014,42512372.0,RESIDENCIAL MARIA MOURA,CAIXA,FAR,Concluído,300,300,0,0,21738377.0,21722913.99
29,110.03,Vilhena ,RO,Norte,10/05/2013,40834596.0,RESIDENCIAL UNIAO,CAIXA,FAR,Concluído,436,436,0,0,26160000.0,26160000.0
30,140.01,Boa Vista ,RR,Norte,21/12/2012,39707369.0,RESIDENCIAL MANAIRA,CAIXA,FAR,Concluído,250,250,0,0,15500000.0,15500000.0
31,140.01,Boa Vista ,RR,Norte,24/12/2013,42414835.0,RESIDENCIAL PEROLA VII,CAIXA,FAR,Concluído,135,135,0,0,8370000.0,8370000.0
32,140.01,Boa Vista ,RR,Norte,31/10/2013,42104201.0,RESIDENCIAL PEROLA VI,CAIXA,FAR,Concluído,412,412,0,0,25544000.0,25544000.0
33,140.01,Boa Vista ,RR,Norte,14/09/2009,29553709.0,RESIDENCIAL CRUVIANA I,CAIXA,FAR,Concluído,500,500,0,0,20816828.0,20816828.98
34,140.01,Boa Vista ,RR,Norte,14/09/2009,29554274.0,RESIDENCIAL CRUVIANA II,CAIXA,FAR,Concluído,500,500,0,0,20681324.0,20681324.07
35,140.01,Boa Vista ,RR,Norte,28/12/2010,29955731.0,CONJ HAB AUARIS,CAIXA,FAR,Concluído,208,208,0,0,12073054.0,12073054.44
36,140.01,Boa Vista ,RR,Norte,28/12/2010,29955845.0,CONJ HAB MAKUNAIMA,CAIXA,FAR,Concluído,208,208,0,0,10955545.0,10955544.6
37,140.01,Boa Vista ,RR,Norte,28/12/2010,29955950.0,CONJ HAB UAILA,CAIXA,FAR,Concluído,208,208,0,0,10386832.0,10386832.12
38,140.01,Boa Vista ,RR,Norte,29/01/2010,30714087.0,RESIDENCIAL PEROLA - CONSTRUCAO DE 50 UHS,CAIXA,FAR,Concluído,50,50,0,0,2320274.0,2320274.14
39,140.01,Boa Vista ,RR,Norte,13/06/2012,36770130.0,CONSTRUCAO DE 67 UNIDADES HABITACIONAIS - PEROLA II,CAIXA,FAR,Concluído,67,67,0,0,3558884.0,3558884.55
40,140.01,Boa Vista ,RR,Norte,13/06/2012,36859342.0,CONSTRUCAO DE 222 UH - RESIDENCIAL PEROLA III,CAIXA,FAR,Concluído,222,222,0,0,11684034.0,11684034.0
41,140.01,Boa Vista ,RR,Norte,27/07/2012,37670567.0,CONSTRUCAO DE 228 UH EM BOA VISTA/RR RESIDENCIAL PEROLA IV,CAIXA,FAR,Concluído,228,228,0,0,11698428.0,11698427.93
42,140.01,Boa Vista ,RR,Norte,13/09/2012,37670671.0,CONSTRUCAO DE 450 UH EM BOA VISTA-RR RESIDENCIAL PEROLA V,CAIXA,FAR,Concluído,450,450,0,0,27272712.0,27272712.4
43,160.03,Macapá ,AP,Norte,29/12/2011,36620947.0,RESIDENCIAL MACAPABA - FASE 1,CAIXA,FAR,Concluído,2,2,0,0,130036592.0,130036588.2
44,160.03,Macapá ,AP,Norte,15/08/2012,38683216.0,RESIDENCIAL MACAPABA - FASE 2,CAIXA,FAR,Concluído,2,2,0,0,134958000.0,134958000.0
45,160.03,Macapá ,AP,Norte,31/08/2010,33981513.0,PMCMV/0A3/MACAPA/AMAPA/RESIDENCIAL BAIRRO FORTE,CAIXA,FAR,Concluído,528,528,0,0,21928894.0,21928893.27
46,160.03,Macapá ,AP,Norte,31/01/2013,39873707.0,RESIDENCIAL SAO JOSE,CAIXA,FAR,Concluído,1,1,0,0,89280000.0,89280000.0
47,160.03,Macapá ,AP,Norte,28/11/2017,41097905.0,RESIDECIAL MIRACEMA,CAIXA,FAR,Concluído,500,500,0,0,40164669.0,40164669.04
48,160.03,Macapá ,AP,Norte,27/12/2019,48788045.0,RESIDENCIAL MIRACEMA - MODULO IV,CAIXA,FAR,Concluído,500,500,0,0,47167945.0,46910952.67
49,160.03,Macapá ,AP,Norte,27/12/2019,48788264.0,RESIDENCIAL MIRACEMA - MOD II,CAIXA,FAR,Concluído,500,500,0,0,44889773.0,44889773.93
50,160.03,Macapá ,AP,Norte,27/12/2019,48788378.0,RESIDENCIAL MIRACEMA - MODULO III,CAIXA,FAR,Concluído,500,500,0,0,47782786.0,47483880.0
51,160.03,Macapá ,AP,Norte,07/02/2018,49473844.0,VILA OPERARIOS,CAIXA,FAR,Não Concluído,224,0,224,0,21504000.0,11849809.19
52,160.03,Macapá ,AP,Norte,07/06/2018,49560352.0,VILA OPERARIOS,CAIXA,FAR,Não Concluído,276,0,276,0,26496000.0,13849511.13
53,130.185,Iranduba ,AM,Norte,30/01/2013,39810236.0,CJ RESIDENCIAL MARIA ZENEIDE,CAIXA,FAR,Concluído,330,330,0,0,20258548.0,20258547.9
54,120.04,Rio Branco ,AC,Norte,02/04/2013,40544325.0,CIDADE DO POVO QUADRA 10,CAIXA,FAR,Concluído,208,208,0,0,12896000.0,12896000.0
55,120.04,Rio Branco ,AC,Norte,22/03/2013,40560032.0,CIDADE DO POVO QUADRA 21,CAIXA,FAR,Concluído,205,205,0,0,12710000.0,12710000.0
56,120.04,Rio Branco ,AC,Norte,20/03/2013,40569685.0,LOTEAMENTO CIDADE DO POVO QUADRAS 05. 12 E 13,CAIXA,FAR,Concluído,300,300,0,0,18600000.0,18600000.0
57,120.04,Rio Branco ,AC,Norte,22/03/2013,40571844.0,CONJUNTO HABITACIONAL CIDADE DO POVO QUADRA 01 E 04,CAIXA,FAR,Concluído,170,170,0,0,10540000.0,10540000.0
58,120.04,Rio Branco ,AC,Norte,21/03/2013,40572422.0,LOTEAMENTO CIDADE DO POVO QUADRA 22,CAIXA,FAR,Concluído,197,197,0,0,12214000.0,12214000.0
59,120.04,Rio Branco ,AC,Norte,25/03/2013,40580383.0,CIDADE DO POVO SUPER QUADRAS LOTES 03. 23 E 24,CAIXA,FAR,Concluído,355,355,0,0,22010000.0,22010000.0
60,120.04,Rio Branco ,AC,Norte,20/03/2013,40597677.0,CONJUNTO HABITACIONAL CIDADE DO POVO,CAIXA,FAR,Concluído,160,160,0,0,9920000.0,9920000.0
61,120.04,Rio Branco ,AC,Norte,09/10/2013,41057741.0,CONJUNTO HABITACIONAL CIDADE DO POVO,CAIXA,FAR,Concluído,97,97,0,0,6014000.0,6014000.0
62,120.04,Rio Branco ,AC,Norte,27/09/2013,41058329.0,LOTEAMENTO CIDADE DO POVO,CAIXA,FAR,Concluído,312,312,0,0,19344000.0,19344000.0
63,130.26,Manaus ,AM,Norte,30/09/2011,36033215.0,RESIDENCIAL VIVER MELHOR 2,CAIXA,FAR,Concluído,5,5,0,0,272640000.0,272640000.0
64,120.04,Rio Branco ,AC,Norte,12/11/2013,41058871.0,CIDADE DO POVO SUPER QUADRAS 7. 11 E 14,CAIXA,FAR,Concluído,359,359,0,0,22258000.0,22258000.0
65,120.04,Rio Branco ,AC,Norte,19/03/2013,40603162.0,LOTEAMENTO CIDADE DO POVO QUADRA 16,CAIXA,FAR,Concluído,90,90,0,0,5580000.0,5580000.0
66,120.04,Rio Branco ,AC,Norte,30/12/2009,31039300.0,RESIDENCIAL NOVO ELDORADO 1,CAIXA,FAR,Concluído,205,205,0,0,9211746.0,9211745.59
67,120.04,Rio Branco ,AC,Norte,30/12/2009,29957668.0,RESIDENCIAL JARBAS PASSARINHO,CAIXA,FAR,Concluído,216,216,0,0,9536200.0,9536199.63
68,120.04,Rio Branco ,AC,Norte,31/12/2009,29953907.0,RESIDENCIAL ELDORADO,CAIXA,FAR,Concluído,142,142,0,0,6280027.0,6280027.38
69,120.04,Rio Branco ,AC,Norte,23/12/2009,30085254.0,RESIDENCIAL NOVO ELDORADO SETOR 2,CAIXA,FAR,Concluído,170,170,0,0,7650000.0,7650000.0
70,120.04,Rio Branco ,AC,Norte,11/12/2009,29681602.0,RESIDENCIAL JUAREZ TAVORA,CAIXA,FAR,Concluído,256,256,0,0,11519856.0,11519855.62
71,120.04,Rio Branco ,AC,Norte,29/04/2010,29692181.0,RESIDENCIAL ROSA LINDA I,CAIXA,FAR,Concluído,150,150,0,0,6749758.0,6749758.11
72,120.04,Rio Branco ,AC,Norte,30/12/2009,29692295.0,RESIDENCIAL ROSA LINDA III,CAIXA,FAR,Concluído,196,196,0,0,8815035.0,8815035.03
73,120.04,Rio Branco ,AC,Norte,29/12/2009,29692308.0,RESIDENCIAL ROSA LINDA II,CAIXA,FAR,Concluído,194,194,0,0,8722297.0,8722296.75
74,120.04,Rio Branco ,AC,Norte,24/09/2009,22300335.0,RESIDENCIAL MACAUA,CAIXA,FAR,Concluído,208,208,0,0,9100874.0,9100873.52
75,120.04,Rio Branco ,AC,Norte,05/01/2012,35647011.0,RESIDENCIAL ILSON RIBEIRO,CAIXA,FAR,Concluído,230,230,0,0,11361358.0,11361357.65
76,120.04,Rio Branco ,AC,Norte,29/06/2012,38661709.0,RESIDENCIAL ABUNA,CAIXA,FAR,Concluído,136,136,0,0,7578249.0,7578249.02
77,120.04,Rio Branco ,AC,Norte,29/12/2011,37069171.0,RESIDENCIAL RUI LINO III,CAIXA,FAR,Concluído,423,423,0,0,20832740.0,20832739.83
78,120.04,Rio Branco ,AC,Norte,07/05/2012,38047781.0,RESIDENCIAL JACARANDA SETOR II,CAIXA,FAR,Concluído,101,101,0,0,4974250.0,4974250.0
79,120.04,Rio Branco ,AC,Norte,29/06/2012,38048705.0,RESIDENCIAL CABREUVA,CAIXA,FAR,Concluído,112,112,0,0,6016401.0,6016401.26
80,130.26,Manaus ,AM,Norte,07/07/2010,31942136.0,RESIDENCIAL VIVER MELHOR 1,CAIXA,FAR,Concluído,3,3,0,0,196385264.0,196385257.4
81,130.26,Manaus ,AM,Norte,29/11/2013,41419274.0,CIDADAO MANAUARA I,CAIXA,FAR,Concluído,784,784,0,0,48608000.0,48608000.0
82,130.26,Manaus ,AM,Norte,28/06/2013,40427785.0,RESIDENCIAL VIVER MELHOR III,CAIXA,FAR,Concluído,2,2,0,0,131971808.0,131971805.6
83,130.26,Manaus ,AM,Norte,30/01/2018,48934594.0,RESIDENCIAL CIDADAO MANAUARA II - A,CAIXA,FAR,Concluído,500,500,0,0,41438189.0,41438189.09
84,130.26,Manaus ,AM,Norte,11/10/2018,48936212.0,RESIDENCIAL CIDADAO MANAUARA II - B,CAIXA,FAR,Concluído,500,500,0,0,41000000.0,41000000.0
85,130.32,Novo Airão ,AM,Norte,10/09/2010,32024407.0,LOTEAMENTO MULTIFAMILIAR POPULAR - NOVO AIRAO,CAIXA,FAR,Concluído,340,340,0,0,13390252.0,13390252.5
86,130.03,Autazes ,AM,Norte,10/03/2010,30627042.0,CD MULTIFAMILIAR POPULAR,CAIXA,FAR,Concluído,400,400,0,0,15600000.0,15600000.0
87,130.11,Careiro ,AM,Norte,27/04/2012,38113782.0,LOTEAMENTO MULTIFAMILIAR CAREIRO,CAIXA,FAR,Concluído,300,300,0,0,15987021.0,15987021.32
88,130.12,Coari ,AM,Norte,14/12/2012,39845276.0,RESIDENCIAL MULTIFAMILIAR POPULAR CARACOL COARI,CAIXA,FAR,Concluído,540,540,0,0,39208192.0,39208192.03
89,130.17,Humaitá ,AM,Norte,30/03/2012,38159082.0,RESIDENCIAL RIO MADEIRA HUMAITA,CAIXA,FAR,Concluído,500,500,0,0,24133764.0,24133764.47
90,130.19,Itacoatiara ,AM,Norte,27/04/2012,38255913.0,RESIDENCIAL PARQUE PORANGA 2A ETAPA,CAIXA,FAR,Concluído,466,466,0,0,28892000.0,28116400.0
91,130.19,Itacoatiara ,AM,Norte,03/09/2010,31983868.0,RESIDENCIAL PARQUE PORANGA,CAIXA,FAR,Concluído,500,500,0,0,19696630.0,19696629.59
92,130.19,Itacoatiara ,AM,Norte,30/11/2012,39689703.0,RESIDENCIAL JACAREZINHO I,CAIXA,FAR,Concluído,184,184,0,0,11408000.0,11408000.0
93,130.19,Itacoatiara ,AM,Norte,28/12/2012,40231380.0,RESIDENCIAL JACAREZINHO II,CAIXA,FAR,Concluído,316,316,0,0,19592000.0,19592000.0
94,130.2,Itapiranga ,AM,Norte,29/03/2012,37687527.0,RESIDENCIAL CONJUNTO CIDADAO I,CAIXA,FAR,Concluído,250,250,0,0,13322518.0,13322518.36
95,130.25,Manacapuru ,AM,Norte,06/08/2010,32023483.0,LOT MULTIFAMILIAR POPULAR DES ATALIBA DAVID ANTONIO,CAIXA,FAR,Concluído,1,1,0,0,43515080.0,43515080.0
96,130.25,Manacapuru ,AM,Norte,07/02/2013,39810122.0,RESIDENCIAL MANACAPURU,CAIXA,FAR,Concluído,667,667,0,0,41354000.0,41354000.0
97,130.29,Maués ,AM,Norte,23/07/2012,38456751.0,RESIDENCIAL SENADOR JOSE ESTEVES II,CAIXA,FAR,Concluído,500,500,0,0,26142538.0,26142538.07
98,130.34,Parintins ,AM,Norte,30/08/2012,39267202.0,RESID PARINTINS,CAIXA,FAR,Não Concluído,890,0,890,0,46280000.0,40358985.09
99,130.4,Silves ,AM,Norte,30/07/2010,32023046.0,LOTEAMENTO MULTIFAMILIAR POPULAR - SILVES,CAIXA,FAR,Concluído,150,150,0,0,5850000.0,5850000.0
100,150.14,Belém ,PA,Norte,25/06/2013,40203284.0,RESIDENCIAL VIVER MARACA,CAIXA,FAR,Concluído,550,550,0,0,34100000.0,34100000.0
101,150.14,Belém ,PA,Norte,01/07/2014,40691992.0,RESIDENCIAL TENONE II - 1A ETAPA,CAIXA,FAR,Concluído,384,384,0,0,23749010.0,23749009.3
102,150.14,Belém ,PA,Norte,01/07/2014,40727533.0,RESIDENCIAL TENONE II - 2A ETAPA,CAIXA,FAR,Concluído,96,96,0,0,5952000.0,5952000.0
103,150.14,Belém ,PA,Norte,27/12/2013,41928948.0,VAL DE CANS,CAIXA,FAR,Não Concluído,1,0,1,0,71424000.0,20805811.2
104,150.14,Belém ,PA,Norte,21/02/2014,42416336.0,VIVER OUTEIRO,CAIXA,FAR,Não Concluído,1,0,1,0,79296973.22,61246080.0
105,150.14,Belém ,PA,Norte,19/02/2014,42373528.0,RESIDENCIAL VIVER PORTAL DO TENONE,CAIXA,FAR,Concluído,304,304,0,0,18802400.0,18802400.0
106,150.14,Belém ,PA,Norte,23/12/2013,42376596.0,RESIDENCIAL VIVER PRIMAVERA,CAIXA,FAR,Concluído,704,704,0,0,43608720.0,43608720.73
107,150.14,Belém ,PA,Norte,25/03/2014,42396177.0,RESIDENCIAL QUINTA DOS PARICAS,CAIXA,FAR,Concluído,2,2,0,0,168640000.0,168640000.0
108,150.14,Belém ,PA,Norte,27/12/2013,42260534.0,VIVER PRATINHA,CAIXA,FAR,Não Concluído,768,0,768,0,47616000.0,46977945.6
109,211.13,São Luís,MA,Nordeste,31/05/2012,38302910.0,RESIDENCIAL VILA MARANHAO - ETAPA I,CAIXA,FAR,Concluído,192,192,0,0,9583586.0,9583586.46
110,150.14,Belém ,PA,Norte,05/02/2014,42362371.0,CONJUNTO HABITACIONAL VIVER INDEPENDENCIA,CAIXA,FAR,Concluído,352,352,0,0,21824000.0,21824000.0
111,150.14,Belém ,PA,Norte,20/12/2013,42635832.0,VIVER MOSQUEIRO,CAIXA,FAR,Não Concluído,1,0,1,0,95706742.36,69373487.81
112,150.14,Belém ,PA,Norte,17/07/2018,49320696.0,RESIDENCIAL VIVER MARACACUERA II,CAIXA,FAR,Concluído,480,480,0,0,40130762.0,40130761.52
113,150.14,Belém ,PA,Norte,17/07/2018,49322299.0,RESIDENCIAL VIVER MARACACUERA I,CAIXA,FAR,Concluído,480,480,0,0,39791897.0,39791897.78
114,150.01,Abaetetuba ,PA,Norte,04/11/2014,43296166.0,CHICO NARRINA,CAIXA,FAR,Não Concluído,800,0,800,0,48000000.0,37779100.07
115,150.01,Abaetetuba ,PA,Norte,01/07/2010,32005071.0,RESIDENCIAL ABAETETUBA - PMCMV - RECURSOS FAR,CAIXA,FAR,Concluído,500,500,0,0,21924774.0,21924773.94
116,150.01,Abaetetuba ,PA,Norte,29/07/2010,32867934.0,AQUILES RESIDENCIAL,CAIXA,FAR,Concluído,102,102,0,0,4214026.0,4214026.71
117,150.01,Abaetetuba ,PA,Norte,30/06/2010,31601338.0,CONJUNTO HABITACIONAL GREEN GROVE,CAIXA,FAR,Concluído,456,456,0,0,18044468.0,18044467.16
118,150.01,Abaetetuba ,PA,Norte,27/04/2012,37365156.0,RESIDENCIAL ANGELIN,CAIXA,FAR,Concluído,222,222,0,0,13503571.0,13503571.33
119,150.02,Acará ,PA,Norte,18/12/2013,40363932.0,PARKVILLE CABA,CAIXA,FAR,Não Concluído,300,0,300,0,17760000.0,5917244.5
120,150.04,Alenquer ,PA,Norte,29/10/2013,40213748.0,RESIDENCIAL ESPERANCA,CAIXA,FAR,Concluído,403,403,0,0,24144770.0,24144770.69
121,150.04,Alenquer ,PA,Norte,21/09/2010,33809923.0,RESIDENCIAL LUIZ QUEZADO FILGUEIRA,CAIXA,FAR,Concluído,495,495,0,0,19301770.0,19301770.55
122,150.06,Altamira ,PA,Norte,18/06/2010,32076065.0,RESIDENCIAL SANTA BENEDITA - 958 UHS - PMCMV,CAIXA,FAR,Concluído,958,958,0,0,37895012.0,37895012.23
123,150.06,Altamira ,PA,Norte,29/04/2013,40178913.0,ILHA DO ARAPUJA,CAIXA,FAR,Não Concluído,1,0,1,0,86061723.0,26408700.42
124,150.08,Ananindeua ,PA,Norte,21/07/2014,40205891.0,RESIDENCIAL ULYSSES GUIMARAES,CAIXA,FAR,Concluído,384,384,0,0,23806968.0,23806967.04
125,150.08,Ananindeua ,PA,Norte,27/06/2013,40213967.0,POUSO ARACANGA,CAIXA,FAR,Não Concluído,1,0,1,0,82846848.0,81604145.28
126,150.08,Ananindeua ,PA,Norte,14/01/2014,40120887.0,CONJUNTO HABITACIONAL TANCREDO NEVES,CAIXA,FAR,Concluído,480,480,0,0,29725834.0,29725833.05
127,150.08,Ananindeua ,PA,Norte,30/04/2014,40121132.0,RESIDENCIAL JUSCELINO KUBITSCHECK,CAIXA,FAR,Concluído,480,480,0,0,29756698.0,29756698.34
128,150.08,Ananindeua ,PA,Norte,28/02/2013,39677531.0,CONJUNTO HABITACIONAL TORRES DO AURA 1,CAIXA,FAR,Concluído,500,500,0,0,30813402.0,30813402.72
129,150.08,Ananindeua ,PA,Norte,30/10/2013,39626014.0,RESIDENCIAL BEM VIVER - MCMV,CAIXA,FAR,Concluído,1,1,0,0,62688000.0,62688000.0
130,150.08,Ananindeua ,PA,Norte,13/05/2013,39508343.0,RESIDENCIAL ANITA GEROSA,CAIXA,FAR,Concluído,220,220,0,0,18647132.0,18562457.39
131,150.08,Ananindeua ,PA,Norte,30/12/2013,40703187.0,RESIDENCIAL UIRAPURU,CAIXA,FAR,Concluído,304,304,0,0,18838698.0,18838697.04
132,150.08,Ananindeua ,PA,Norte,15/07/2014,40947823.0,CONJUNTO HABITACIONAL NOVO CRISTO - MCMV,CAIXA,FAR,Concluído,648,648,0,0,40176000.0,40176000.0
133,150.08,Ananindeua ,PA,Norte,20/06/2018,51098289.0,RESIDENCIAL BEIRA RIO,CAIXA,FAR,Concluído,496,496,0,0,39680000.0,39680000.0
134,150.08,Ananindeua ,PA,Norte,27/10/2017,48512440.0,RESIDENCIAL NOVO CRISTO II,CAIXA,FAR,Concluído,480,480,0,0,38400000.0,38400000.0
135,150.08,Ananindeua ,PA,Norte,08/11/2017,48524059.0,RESIDENCIAL PORTAL DO AURA I,CAIXA,FAR,Concluído,496,496,0,0,39675841.0,39675841.11
136,150.08,Ananindeua ,PA,Norte,30/06/2010,31936000.0,RESIDENCIAL TAGUARA,CAIXA,FAR,Concluído,192,192,0,0,8374818.0,8374818.5
137,150.08,Ananindeua ,PA,Norte,29/07/2010,32571515.0,RESIDENCIAL ANANIN,CAIXA,FAR,Concluído,495,495,0,0,20416000.0,20415999.22
138,150.08,Ananindeua ,PA,Norte,26/02/2010,31075587.0,RESIDENCIAL JARDIM CAMPO GRANDE-PMCMV-RECURSOS FAR,CAIXA,FAR,Concluído,420,420,0,0,18225858.0,18225858.45
139,150.08,Ananindeua ,PA,Norte,24/08/2009,27019988.0,RES PAULO FONTELES II - PMCMV -RECURSOS FAR,CAIXA,FAR,Concluído,224,224,0,0,9620654.0,9620654.4
140,150.08,Ananindeua ,PA,Norte,24/11/2011,33961263.0,RES CLODOMIR NAZARE DE BELEM,CAIXA,FAR,Concluído,496,496,0,0,27277914.0,27277914.35
141,150.08,Ananindeua ,PA,Norte,23/09/2011,35218230.0,RESIDENCIAL PADRE PIETRO GEROSA,CAIXA,FAR,Concluído,500,500,0,0,25498216.0,25498215.04
142,150.08,Ananindeua ,PA,Norte,30/11/2012,36790159.0,RESIDENCIAL EBENEZER 1 - PMCMV 2,CAIXA,FAR,Concluído,480,480,0,0,27497930.0,27497930.85
143,150.08,Ananindeua ,PA,Norte,22/07/2014,39220874.0,HABITACAO E SANEAMENTO INTEGRADO PAC-MCMV JADERL MAGUARIACU,CAIXA,FAR,Concluído,444,444,0,0,27527654.0,27527653.63
144,150.08,Ananindeua ,PA,Norte,19/09/2014,38237602.0,CONJUNTO HABITACIONAL PORTAL DO AURA II,CAIXA,FAR,Concluído,512,512,0,0,31737166.0,31737166.27
145,150.13,Barcarena ,PA,Norte,28/09/2012,38390302.0,ALDEIA ARUAN CJ,CAIXA,FAR,Não Concluído,701,0,701,0,42060000.0,7252946.15
146,150.13,Barcarena ,PA,Norte,19/11/2010,32281115.0,CONJUNTO HABITACIONAL ZITA CUNHA - 225UHS - PMCMV,CAIXA,FAR,Concluído,225,225,0,0,8861429.0,8861428.68
147,150.13,Barcarena ,PA,Norte,30/06/2010,31938155.0,RESIDENCIAL JOSE DOS SANTOS DIAS-PMCMV-RECURSOS FAR,CAIXA,FAR,Concluído,240,240,0,0,9498589.0,9498588.96
148,150.13,Barcarena ,PA,Norte,29/07/2010,32026783.0,CONJUNTO HABITACIONAL SAO FRANCISCO - CONSTRUCAO DE 250UHS,CAIXA,FAR,Concluído,250,250,0,0,9876653.0,9876652.95
149,150.15,Benevides ,PA,Norte,28/10/2009,29384587.0,LOTEAMENTO RES JARDIM DAS JURITIS- 2A ETAPA - PMCMV-FAR,CAIXA,FAR,Concluído,352,352,0,0,13030693.0,13030693.42
150,150.15,Benevides ,PA,Norte,16/10/2009,29411130.0,LOTEAMENTO RES JD DAS JURUTIS - 1A ETAPA - PMCMV - FAR,CAIXA,FAR,Concluído,360,360,0,0,14055150.0,14055149.77
