,cod_ibge,txt_nome_municipio,txt_sigla_uf,txt_regiao,dt_assinatura,cod_operacao,txt_nome_empreendimento,txt_nome_agente_financeiro,txt_modalidade,txt_situacao_empreendimento,qtd_uh,qtd_uh_entregues,qtd_uh_vigentes,qtd_uh_distratadas,val_contratado_total,val_desembolsado
636,240.325,Parnamirim ,RN,Nordeste,24/06/2010,30252631.0,ILHAS CARIBE,CAIXA,FAR,Concluído,496,496,0,0,39088436.06,37924841.75
637,240.325,Parnamirim ,RN,Nordeste,26/02/2010,30627157.0,PMCMV - COND VIDA NOVA,CAIXA,FAR,Concluído,464,464,0,0,19204534.0,19204534.33
638,240.325,Parnamirim ,RN,Nordeste,21/07/2010,32973972.0,PMCMV - RES AMERICA II,CAIXA,FAR,Concluído,496,496,0,0,20532032.0,20532032.86
639,240.325,Parnamirim ,RN,Nordeste,21/07/2010,32975473.0,PMCMV - RES AMERICA I,CAIXA,FAR,Concluído,496,496,0,0,20532032.0,20532032.86
640,240.325,Parnamirim ,RN,Nordeste,13/11/2009,29223927.0,PMCMV - RES NELSON MONTEIRO (TABORDA II),CAIXA,FAR,Concluído,352,352,0,0,14432000.0,14432000.0
641,240.325,Parnamirim ,RN,Nordeste,13/11/2009,29228602.0,PMCMV - RES WALDEMAR ROLIM - TABORDA I,CAIXA,FAR,Concluído,496,496,0,0,20532804.0,20532804.41
642,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,40164917.0,RES SAO GONCALO DO AMARANTE V,CAIXA,FAR,Concluído,300,300,0,0,18300000.0,18300000.0
643,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,40165612.0,RES SAO GONCALO DO AMARANTE VI,CAIXA,FAR,Concluído,300,300,0,0,18300000.0,18300000.0
644,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,39495890.0,RES SAO GONCALO DO AMARANTE I,CAIXA,FAR,Concluído,300,300,0,0,18300000.0,18300000.0
645,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,39496031.0,SAO GONCALO II,CAIXA,FAR,Não Concluído,300,0,300,0,18300000.0,17897854.74
646,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,39496364.0,SAO GONCALO III,CAIXA,FAR,Não Concluído,300,0,300,0,18300000.0,17888740.8
647,241.2,São Gonçalo do Amarante ,RN,Nordeste,08/03/2013,39496583.0,RES SAO GONCALO DO AMARANTE IV,CAIXA,FAR,Concluído,300,300,0,0,18300000.0,18300000.0
648,241.2,São Gonçalo do Amarante ,RN,Nordeste,28/01/2010,29057785.0,PMCMV - RES JOMAR ALECRIM,CAIXA,FAR,Concluído,305,305,0,0,11283475.0,11283475.0
649,241.2,São Gonçalo do Amarante ,RN,Nordeste,30/10/2013,35700376.0,RESIDENCIAL PADRE JOAO MARIA E AS DEZ,CAIXA,FAR,Concluído,344,344,0,0,20984000.0,20984000.0
650,241.22,São José de Mipibu ,RN,Nordeste,19/12/2013,42006894.0,MONTE PASCOAL,CAIXA,FAR,Concluído,161,161,0,0,9821000.0,9821000.0
651,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41575518.0,RESIDENCIAL VISTA ALEGRE 8,CAIXA,FAR,Concluído,160,160,0,0,10379256.0,10379256.12
652,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41575622.0,RESIDENCIAL VISTA ALEGRE 9,CAIXA,FAR,Concluído,192,192,0,0,12330537.0,12330536.82
653,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41575955.0,RESIDENCIAL VISTA ALEGRE 10,CAIXA,FAR,Concluído,192,192,0,0,12325335.0,12325334.51
654,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41576197.0,RESIDENCIAL VISTA ALEGRE 11,CAIXA,FAR,Concluído,192,192,0,0,12326720.0,12326720.38
655,250.75,João Pessoa ,PB,Nordeste,23/12/2015,45925147.0,RESIDENCIAL NOVO SAO JOSE - BESSA VELOSO,CAIXA,FAR,Concluído,336,336,0,0,22195568.0,22195568.42
656,250.75,João Pessoa ,PB,Nordeste,28/06/2013,40317537.0,CONDOMINIO VISTA DO VERDE I,CAIXA,FAR,Concluído,192,192,0,0,18420375.0,18417806.83
657,250.75,João Pessoa ,PB,Nordeste,28/06/2013,40317641.0,CONDOMINIO VISTA DO VERDE II,CAIXA,FAR,Concluído,192,192,0,0,18422970.0,18422970.48
658,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41182782.0,RESIDENCIAL VISTA ALEGRE 1,CAIXA,FAR,Concluído,160,160,0,0,10699934.0,10699934.25
659,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41182896.0,RESIDENCIAL VISTA ALEGRE 2,CAIXA,FAR,Concluído,192,192,0,0,12667862.0,12667862.45
660,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41182909.0,RESIDENCIAL VISTA ALEGRE 3,CAIXA,FAR,Concluído,160,160,0,0,10541531.0,10541531.34
661,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41183141.0,RESIDENCIAL VISTA ALEGRE 4,CAIXA,FAR,Concluído,192,192,0,0,12383005.0,12383005.75
662,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41183706.0,RESIDENCIAL VISTA ALEGRE 5,CAIXA,FAR,Concluído,192,192,0,0,12374176.0,12374177.12
663,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41183924.0,RESIDENCIAL VISTA ALEGRE 6,CAIXA,FAR,Concluído,192,192,0,0,12330415.0,12330415.27
664,250.75,João Pessoa ,PB,Nordeste,31/07/2013,41184271.0,RESIDENCIAL VISTA ALEGRE 7,CAIXA,FAR,Concluído,192,192,0,0,12331554.0,12331554.5
665,250.75,João Pessoa ,PB,Nordeste,16/08/2013,41020210.0,RESIDENCIAL COLINAS DE GRAMAME VII,CAIXA,FAR,Concluído,192,192,0,0,13415262.0,13415261.62
666,250.75,João Pessoa ,PB,Nordeste,16/08/2013,41021454.0,RESIDENCIAL COLINAS DE GRAMAME VI,CAIXA,FAR,Concluído,240,240,0,0,16919340.0,16919340.37
667,250.75,João Pessoa ,PB,Nordeste,16/07/2018,51079068.0,RESIDENCIAL PARQUE DO SUL,CAIXA,FAR,Concluído,128,128,0,0,12284069.0,12284068.68
668,250.75,João Pessoa ,PB,Nordeste,28/11/2017,48569668.0,RESIDENCIAL ALVORADA DO SUL,CAIXA,FAR,Concluído,256,256,0,0,23307120.0,23307119.32
669,250.75,João Pessoa ,PB,Nordeste,09/12/2010,34441919.0,RESIDENCIAL JARDIM VENEZA,CAIXA,FAR,Concluído,576,576,0,0,23965958.0,23965958.04
670,250.75,João Pessoa ,PB,Nordeste,19/10/2012,37706325.0,VIEIRA DINIZ ETAPA A,CAIXA,FAR,Concluído,512,512,0,0,30981632.0,30981632.0
671,250.75,João Pessoa ,PB,Nordeste,19/10/2012,37706439.0,VIEIRA DINIZ ETAPA B,CAIXA,FAR,Concluído,480,480,0,0,31755694.0,31710052.36
672,250.75,João Pessoa ,PB,Nordeste,04/12/2015,36667596.0,CONDOMINIO RESIDENCIAL SATURNINO DE BRITO,CAIXA,FAR,Concluído,400,400,0,0,25160000.0,25160000.0
673,250.75,João Pessoa ,PB,Nordeste,30/03/2010,29842401.0,RESIDENCIAL MANACA,CAIXA,FAR,Concluído,244,244,0,0,9161978.0,9161978.19
674,250.75,João Pessoa ,PB,Nordeste,25/05/2010,32228439.0,RESIDENCIAL IRMA DULCE B,CAIXA,FAR,Concluído,480,480,0,0,19970086.0,19970086.41
675,250.75,João Pessoa ,PB,Nordeste,25/05/2010,32228659.0,RESIDENCIAL IRMA DULCE C,CAIXA,FAR,Concluído,320,320,0,0,13313391.0,13313390.95
676,250.75,João Pessoa ,PB,Nordeste,20/09/2010,30512776.0,RESIDENCIAL JARDINS DAS COLINAS,CAIXA,FAR,Concluído,288,288,0,0,12037603.0,12037603.06
677,250.75,João Pessoa ,PB,Nordeste,17/12/2009,30754137.0,RESIDENCIAL MULTIFAMILIAR ANAYDE BEIRIZ,CAIXA,FAR,Concluído,584,584,0,0,19734214.0,19734214.06
678,250.75,João Pessoa ,PB,Nordeste,25/05/2010,31168999.0,RESIDENCIAL IRMA DULCE A,CAIXA,FAR,Concluído,440,440,0,0,18305912.0,18305912.55
679,250.37,Cajazeiras ,PB,Nordeste,13/11/2018,49437120.0,RESIDENCIAL CAJAZEIRAS II,CAIXA,FAR,Concluído,300,300,0,0,21900000.0,21900000.0
680,250.37,Cajazeiras ,PB,Nordeste,07/02/2018,49279490.0,RESIDENCIAL CAJAZEIRAS I,CAIXA,FAR,Concluído,300,300,0,0,21900000.0,21900000.0
681,250.4,Campina Grande ,PB,Nordeste,10/12/2012,39296542.0,CONJUNTO RESIDENCIAL VILA NOVA DA RAINHA 1,CAIXA,FAR,Concluído,288,288,0,0,16416000.0,16416000.0
682,250.4,Campina Grande ,PB,Nordeste,10/12/2012,39404106.0,CONJUNTO RESIDENCIAL VILA NOVA DA RAINHA 2,CAIXA,FAR,Concluído,288,288,0,0,16416000.0,16416000.0
683,250.4,Campina Grande ,PB,Nordeste,29/12/2011,35414061.0,RESIDENCIAL MAJOR VENEZIANO 1,CAIXA,FAR,Concluído,496,496,0,0,25916000.0,25916000.0
684,250.4,Campina Grande ,PB,Nordeste,29/12/2011,35414289.0,RESIDENCIAL MAJOR VENEZIANO 2,CAIXA,FAR,Concluído,496,496,0,0,25916000.0,25916000.0
685,250.4,Campina Grande ,PB,Nordeste,29/12/2011,35414406.0,RESIDENCIAL MAJOR VENEZIANO 3,CAIXA,FAR,Concluído,496,496,0,0,25916000.0,25916000.0
686,250.4,Campina Grande ,PB,Nordeste,30/05/2012,35414511.0,RESIDENCIAIS MAJOR VENEZIANO 4,CAIXA,FAR,Concluído,496,496,0,0,25990400.0,25990400.01
687,250.63,Guarabira ,PB,Nordeste,28/05/2018,49948167.0,GUARABIRA RESIDENCE PARK I,CAIXA,FAR,Concluído,300,300,0,0,21900000.0,21900000.0
688,250.63,Guarabira ,PB,Nordeste,13/11/2018,49952254.0,GUARABIRA RESIDENCE PARK II,CAIXA,FAR,Concluído,100,100,0,0,7281948.0,7281948.19
689,250.89,Mamanguape ,PB,Nordeste,03/01/2012,35811767.0,LOTEAMENTO NOSSA SENHORA DA PENHA I,CAIXA,FAR,Concluído,451,451,0,0,21641192.0,21641192.21
690,250.89,Mamanguape ,PB,Nordeste,03/01/2012,35811871.0,LOTEAMENTO NOSSA SENHORA DA PENHA II,CAIXA,FAR,Concluído,146,146,0,0,7005835.0,7005835.07
691,251.08,Patos ,PB,Nordeste,20/04/2012,36306433.0,RESIDENCIAL VISTA DA SERRA,CAIXA,FAR,Concluído,136,136,0,0,6119865.0,6119864.83
692,251.08,Patos ,PB,Nordeste,31/12/2018,49279272.0,S.JUDAS TADEU I,CAIXA,FAR,Concluído,424,424,0,0,38169642.0,36968088.03
693,251.08,Patos ,PB,Nordeste,31/12/2018,49429825.0,S J TADEU II,CAIXA,FAR,Concluído,432,432,0,0,38582845.0,37144787.46
694,251.08,Patos ,PB,Nordeste,27/02/2013,39439478.0,VISTA DA SERRA II,CAIXA,FAR,Concluído,109,109,0,0,6212904.0,6212904.39
695,251.15,Pilar ,PB,Nordeste,28/06/2013,38713609.0,RESIDENCIAL NOVA PILAR,CAIXA,FAR,Concluído,360,360,0,0,20520000.0,20520000.0
696,251.62,Sousa ,PB,Nordeste,24/04/2012,36313367.0,RESIDENCIAL SOUSA,CAIXA,FAR,Concluído,452,452,0,0,21696000.0,21695999.97
697,251.62,Sousa ,PB,Nordeste,24/12/2010,32353034.0,RESIDENCIAL LAGOA DOS PATOS,CAIXA,FAR,Concluído,274,274,0,0,10673185.0,10673185.15
698,251.62,Sousa ,PB,Nordeste,28/11/2017,48581381.0,RESIDENCIAL SOUSA II,CAIXA,FAR,Concluído,300,300,0,0,21000000.0,21000000.0
699,110.028,Rolim de Moura ,RO,Norte,26/06/2013,39914897.0,RESIDENCIAL JARDIM DOS LAGOS,CAIXA,FAR,Concluído,370,370,0,0,23310000.0,23310000.0
700,110.028,Rolim de Moura ,RO,Norte,05/01/2012,36705179.0,RESIDENCIAL JATOBA II,CAIXA,FAR,Concluído,400,400,0,0,21188396.0,21188396.25
701,261.16,Recife ,PE,Nordeste,07/02/2018,43557111.0,VILA BRASIL II,CAIXA,FAR,Concluído,320,320,0,0,28565534.67,28209546.83
702,261.16,Recife ,PE,Nordeste,30/04/2013,40281112.0,CAPIBARIBE MELHOR CONJUNTO HABITACIONAL LEMOS TORRES,CAIXA,FAR,Concluído,192,192,0,0,12096000.0,12096000.0
703,261.16,Recife ,PE,Nordeste,28/12/2018,51355461.0,CONJUNTO HABITACIONAL ENCANTA MOCA 1,CAIXA,FAR,Concluído,300,300,0,0,27406519.0,26793898.57
704,261.16,Recife ,PE,Nordeste,28/12/2018,51359118.0,CONJUNTO HABITACIONAL ENCANTA MOCA 2,CAIXA,FAR,Concluído,300,300,0,0,26992073.0,26412365.16
705,260.03,Agrestina ,PE,Nordeste,28/10/2010,34245075.0,RESIDENCIAL AGRESTINA,CAIXA,FAR,Concluído,140,140,0,0,5708455.0,5708455.23
706,260.04,Água Preta ,PE,Nordeste,29/12/2010,34717873.0,PROJETO AGUA PRETA - FASE 2 - MOD 3,CAIXA,FAR,Concluído,233,233,0,0,9648338.0,9648338.43
707,260.04,Água Preta ,PE,Nordeste,29/12/2010,34720611.0,PROJETO AGUA PRETA FASE 2 MOD 2,CAIXA,FAR,Concluído,357,357,0,0,14783076.0,14783075.72
708,260.04,Água Preta ,PE,Nordeste,29/12/2010,34720725.0,PROJETO AGUA PRETA FASE 2 - MOD 1,CAIXA,FAR,Concluído,460,460,0,0,19053076.0,19053076.54
709,260.04,Água Preta ,PE,Nordeste,29/12/2010,34720839.0,PROJETO AGUA PRETA FASE 1 - MOD 1,CAIXA,FAR,Concluído,330,330,0,0,16775088.0,16775089.23
710,260.04,Água Preta ,PE,Nordeste,29/12/2010,34720943.0,PROJETO AGUA PRETA - FASE 1 - MOD 2,CAIXA,FAR,Concluído,332,332,0,0,15222620.0,15217029.11
711,260.04,Água Preta ,PE,Nordeste,29/12/2010,34721290.0,PROJETO AGUA PRETA FASE 1 MOD 3,CAIXA,FAR,Concluído,447,447,0,0,19194645.0,19194645.76
712,260.11,Araripina ,PE,Nordeste,22/12/2010,34144688.0,NOSSA SRA CONCEICAO,CAIXA,FAR,Concluído,500,500,0,0,18687144.0,18687143.69
713,260.11,Araripina ,PE,Nordeste,28/12/2011,36511483.0,RESIDENCIAL NOSSA SENHORA DO CARMO,CAIXA,FAR,Concluído,500,500,0,0,22998564.0,22998563.66
714,260.13,Barra de Guabiraba ,PE,Nordeste,29/12/2010,34695349.0,GUABIRABA,CAIXA,FAR,Não Concluído,181,0,181,0,7782774.0,7781996.18
715,260.14,Barreiros ,PE,Nordeste,29/12/2010,34765666.0,FAZENDA SANTA CLARA 1 ETAPA 2,CAIXA,FAR,Concluído,335,335,0,0,21101188.0,21101187.18
716,260.14,Barreiros ,PE,Nordeste,29/12/2010,34765770.0,ENGENHO BAETE 1,CAIXA,FAR,Concluído,400,400,0,0,16563681.0,16563680.52
717,260.14,Barreiros ,PE,Nordeste,29/12/2010,34765998.0,MASSA FALIDA 2,CAIXA,FAR,Concluído,400,400,0,0,16563681.0,16563680.52
718,260.14,Barreiros ,PE,Nordeste,29/12/2010,34766139.0,AREA MASSA FALIDA 3,CAIXA,FAR,Concluído,400,400,0,0,16563681.0,16563680.52
719,260.14,Barreiros ,PE,Nordeste,29/12/2010,34721740.0,STA CLARA 2 ET1,CAIXA,FAR,Não Concluído,500,0,500,0,30377806.0,30377805.3
720,260.14,Barreiros ,PE,Nordeste,29/12/2010,34721855.0,STA CLARA 2 ET2,CAIXA,FAR,Não Concluído,458,0,458,0,28853746.0,28853745.45
721,260.14,Barreiros ,PE,Nordeste,29/12/2010,34717540.0,FAZENDA SAO FRANCISCO ETAPA 2,CAIXA,FAR,Concluído,500,500,0,0,20704596.0,20704595.66
722,260.14,Barreiros ,PE,Nordeste,29/12/2010,34717655.0,FAZENDA SAO FRANCISCO ETAPA 01,CAIXA,FAR,Concluído,450,450,0,0,18634136.0,18634136.09
723,260.14,Barreiros ,PE,Nordeste,29/12/2010,34765446.0,FAZENDA SANTA CLARA 1 ETAPA 1,CAIXA,FAR,Concluído,300,300,0,0,18881066.0,18881065.1
724,260.14,Barreiros ,PE,Nordeste,25/11/2010,34245293.0,CONJUNTO HABITACIONAL DE BARREIROS,CAIXA,FAR,Concluído,300,300,0,0,12483433.0,12483432.77
725,260.15,Belém de Maria ,PE,Nordeste,29/12/2010,34692719.0,BELEM DE MARIA,CAIXA,FAR,Não Concluído,212,0,212,0,9110845.0,9109934.26
726,260.15,Belém de Maria ,PE,Nordeste,29/12/2010,34693170.0,RESIDENCIAL BATATEIRAS,CAIXA,FAR,Concluído,186,186,0,0,8081563.0,8081563.01
727,260.17,Belo Jardim ,PE,Nordeste,28/11/2017,48570799.0,RESIDENCIAL VILA BELA I,CAIXA,FAR,Concluído,300,300,0,0,21000000.0,21000000.0
728,260.19,Bezerros ,PE,Nordeste,31/07/2013,40815504.0,CONJUNTO HABITACIONAL BEZERROS,CAIXA,FAR,Concluído,749,749,0,0,46153672.0,46153672.93
729,260.19,Bezerros ,PE,Nordeste,29/12/2010,30518142.0,RESIDENCIAL CAMPESTRE,CAIXA,FAR,Concluído,240,240,0,0,18642227.0,18526013.99
730,260.28,Buíque ,PE,Nordeste,24/09/2013,40554996.0,LOTEAMENTO VILA JOAO GODOY DE NEIVA,CAIXA,FAR,Concluído,230,230,0,0,13570000.0,13570000.0
731,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,37579088.0,VILA CLAUDETE ETAPA I,CAIXA,FAR,Concluído,394,394,0,0,24821596.0,24821596.05
732,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,38471980.0,VILA CLAUDETE ETAPA II,CAIXA,FAR,Concluído,470,470,0,0,29609226.0,29609226.0
733,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,38472121.0,VILA CLAUDETE ETAPA III,CAIXA,FAR,Concluído,349,349,0,0,21986526.0,21986526.94
734,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,38472349.0,VILA CLAUDETE ETAPA V,CAIXA,FAR,Concluído,500,500,0,0,31499842.0,31499842.65
735,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,38472569.0,VILA CLAUDETE ETAPA VI,CAIXA,FAR,Concluído,470,470,0,0,29609806.0,29609806.0
736,260.29,Cabo de Santo Agostinho ,PE,Nordeste,07/02/2014,38472673.0,VILA CLAUDETE ETAPA VII,CAIXA,FAR,Concluído,437,437,0,0,27530552.0,27530552.19
737,260.41,Caruaru ,PE,Nordeste,22/04/2010,30247966.0,CONJUNTO RESIDENCIAL JUIZ DEMOSTENES VERAS,CAIXA,FAR,Concluído,500,500,0,0,18775976.0,18775976.12
738,260.41,Caruaru ,PE,Nordeste,19/11/2014,43257477.0,RESIDENCIAL ALTO DO MOURA,CAIXA,FAR,Concluído,1,1,0,0,93744000.0,93744000.0
739,260.41,Caruaru ,PE,Nordeste,30/05/2014,42141629.0,RESIDENCIAL LUIZ BEZERRA TORRES I,CAIXA,FAR,Concluído,1,1,0,0,71568000.0,71568000.0
740,260.41,Caruaru ,PE,Nordeste,30/05/2014,42856920.0,RESIDENCIAL LUIZ BEZERRA TORRES II,CAIXA,FAR,Concluído,1,1,0,0,79884000.0,79884000.0
741,260.41,Caruaru ,PE,Nordeste,27/11/2017,48586620.0,RESIDENCIAL JARDINS,CAIXA,FAR,Concluído,496,496,0,0,39680000.0,39680000.0
742,260.42,Catende ,PE,Nordeste,29/12/2010,34725732.0,CONJUNTO HABITACIONAL CATENDE I - ETAPA I,CAIXA,FAR,Concluído,295,295,0,0,14236375.0,14236374.91
743,260.42,Catende ,PE,Nordeste,29/12/2010,34725846.0,CONJUNTO HABITACIONAL CATENDE 1 ETAPA 3,CAIXA,FAR,Concluído,344,344,0,0,14236375.0,14236374.92
744,260.42,Catende ,PE,Nordeste,29/12/2010,34725178.0,CONJUNTO HABITACIONAL CATENDE 1 - ETAPA 2,CAIXA,FAR,Concluído,344,344,0,0,14240839.0,14240839.14
745,260.47,Correntes ,PE,Nordeste,26/11/2010,34360667.0,CONJUNTO HABITACIONAL CORRENTES,CAIXA,FAR,Concluído,502,502,0,0,23882822.0,23882822.64
746,260.48,Cortês ,PE,Nordeste,05/01/2012,37424106.0,FAZENDA PEDREZINHO,CAIXA,FAR,Concluído,388,388,0,0,16683998.0,16683997.54
747,260.59,Gameleira ,PE,Nordeste,29/12/2010,34765114.0,RESIDENCIAL VILLAGE GAMELEIRA,CAIXA,FAR,Concluído,315,315,0,0,13584684.0,13584684.17
748,260.6,Garanhuns ,PE,Nordeste,04/03/2010,31939398.0,CONDOMINIO RESIDENCIAL MANOEL CAMELO II - QUADRA X,CAIXA,FAR,Concluído,248,248,0,0,10318739.0,10318738.63
749,260.6,Garanhuns ,PE,Nordeste,27/07/2010,31855977.0,RESIDENCIAL CASTAINHO,CAIXA,FAR,Concluído,212,212,0,0,9243942.0,9243942.43
750,260.6,Garanhuns ,PE,Nordeste,04/03/2010,30083534.0,MANOEL CAMELO I - QUADRA C2,CAIXA,FAR,Concluído,248,248,0,0,10318896.0,10318896.31
751,260.64,Gravatá ,PE,Nordeste,07/02/2018,49848810.0,CONJUNTO RESIDENCIAL RIACHO DO MEL ETAPA 3,CAIXA,FAR,Concluído,194,194,0,0,14162000.0,14162000.0
752,260.64,Gravatá ,PE,Nordeste,26/10/2018,51126077.0,LOT RIACH MEL 2,CAIXA,FAR,Não Concluído,208,0,208,0,15184000.0,1125134.4
753,260.68,Igarassu ,PE,Nordeste,28/11/2017,42005213.0,RESIDENCIAL RESERVA DA PITANGA II,CAIXA,FAR,Concluído,237,237,0,0,18957314.0,18957313.9
754,260.68,Igarassu ,PE,Nordeste,27/12/2012,39829237.0,RESIDENCIAL RESERVA DA PITANGA,CAIXA,FAR,Concluído,463,463,0,0,29160830.0,29160829.95
755,260.68,Igarassu ,PE,Nordeste,23/09/2010,30694481.0,RESIDENCIAL IGARASSU,CAIXA,FAR,Concluído,151,151,0,0,6162500.0,6162500.58
756,260.68,Igarassu ,PE,Nordeste,03/11/2010,34196462.0,CONJUNTO RESIDENCIAL TROPICAL,CAIXA,FAR,Concluído,302,302,0,0,11963325.0,11963325.32
757,260.68,Igarassu ,PE,Nordeste,06/01/2012,35531729.0,CONJUNTO RESIDENCIAL CAMINHO DAS AGUAS,CAIXA,FAR,Concluído,206,206,0,0,10593796.0,10593796.05
758,260.68,Igarassu ,PE,Nordeste,06/01/2012,36758968.0,CONJUNTO HABITACIONAL RESIDENCIAL JARDIM PARAISO,CAIXA,FAR,Concluído,95,95,0,0,4812690.0,4812690.36
759,260.79,Jaboatão dos Guararapes ,PE,Nordeste,15/05/2014,37578281.0,RESIDENCIAL ARITANA,CAIXA,FAR,Concluído,224,224,0,0,14112000.0,14112000.0
760,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/03/2013,37606747.0,RESIDENCIAL FAZENDA SUASSUNA V,CAIXA,FAR,Concluído,288,288,0,0,18144000.0,18144000.0
761,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/03/2013,37615286.0,RESIDENCIAL FAZENDA SUASSUNA I,CAIXA,FAR,Concluído,288,288,0,0,18144000.0,18144000.0
762,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/03/2013,37615390.0,RESIDENCIAL FAZENDA SUASSUNA II,CAIXA,FAR,Concluído,288,288,0,0,18144000.0,18144000.0
763,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/03/2013,37615518.0,RESIDENCIAL FAZENDA SUASSUNA III,CAIXA,FAR,Concluído,288,288,0,0,18144000.0,18144000.0
764,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/03/2013,37615622.0,RESIDENCIAL FAZENDA SUASSUNA IV,CAIXA,FAR,Concluído,288,288,0,0,18144000.0,18144000.0
765,260.79,Jaboatão dos Guararapes ,PE,Nordeste,01/11/2018,51136864.0,F SUASSUNA VII,CAIXA,FAR,Não Concluído,280,0,280,0,22400000.0,22397760.0
766,260.79,Jaboatão dos Guararapes ,PE,Nordeste,28/11/2017,48592642.0,RESIDENCIAL FAZENDA SUASSUNA VI,CAIXA,FAR,Concluído,280,280,0,0,22400000.0,22400000.0
767,260.82,Joaquim Nabuco ,PE,Nordeste,29/12/2010,34716075.0,JOAQUIM NABUCO,CAIXA,FAR,Concluído,205,205,0,0,8803090.0,8802209.43
768,260.84,Jurema ,PE,Nordeste,29/12/2010,34695017.0,RESIDENCIAL JUR,CAIXA,FAR,Não Concluído,504,0,504,0,21450910.0,21448765.88
769,260.84,Jurema ,PE,Nordeste,29/12/2010,34691025.0,STO ANTONIO,CAIXA,FAR,Não Concluído,304,0,304,0,12693183.0,12691914.08
770,260.84,Jurema ,PE,Nordeste,29/12/2010,34691139.0,SALOBRO,CAIXA,FAR,Não Concluído,100,0,100,0,4324965.0,4324532.29
771,260.84,Jurema ,PE,Nordeste,29/12/2010,34691243.0,LAJE DOS CAROCO,CAIXA,FAR,Não Concluído,100,0,100,0,4126392.0,4125979.37
772,260.89,Limoeiro ,PE,Nordeste,22/12/2010,34169059.0,RESIDENCIAL MOURA GUERRA,CAIXA,FAR,Concluído,160,160,0,0,6657647.0,6657647.4
773,260.89,Limoeiro ,PE,Nordeste,22/12/2010,34169495.0,RESIDENCIAL PADRE LUIS CECCHIN,CAIXA,FAR,Concluído,160,160,0,0,6657647.0,6657646.99
774,260.94,Moreno ,PE,Nordeste,23/09/2010,34142083.0,PARQUE RESIDENCIAL MORENO,CAIXA,FAR,Concluído,500,500,0,0,21500000.0,21500000.0
775,260.96,Olinda ,PE,Nordeste,28/06/2013,37565439.0,HABITACIONAL CUCA LEGAL,CAIXA,FAR,Concluído,128,128,0,0,8037712.0,8037712.0
776,260.96,Olinda ,PE,Nordeste,07/02/2018,49017122.0,HABITACIONAL SAPUCAIA E AGUAZINHA,CAIXA,FAR,Concluído,432,432,0,0,34560000.0,34559999.74
777,260.96,Olinda ,PE,Nordeste,03/04/2014,43266247.0,CONJUNTO HABITACIONAL PEIXINHOS I,CAIXA,FAR,Concluído,384,384,0,0,24191866.0,24191866.31
778,260.96,Olinda ,PE,Nordeste,03/04/2014,43266571.0,CONJUNTO HABITACIONAL PEIXINHOS II,CAIXA,FAR,Concluído,336,336,0,0,21167862.0,21167861.82
779,260.96,Olinda ,PE,Nordeste,02/04/2014,43131397.0,CONJUNTO RESIDENCIAL CARLOS LAMARCA,CAIXA,FAR,Concluído,304,304,0,0,19151902.0,19151902.71
780,260.96,Olinda ,PE,Nordeste,28/06/2013,41455678.0,HABITACIONAL VILA BRASILIA,CAIXA,FAR,Concluído,400,400,0,0,25199620.0,25199620.0
781,260.96,Olinda ,PE,Nordeste,16/05/2014,42900294.0,CUCA LEGAL II,CAIXA,FAR,Não Concluído,240,0,240,0,15120000.0,10378368.0
782,260.99,Ouricuri ,PE,Nordeste,22/12/2010,34145496.0,RESIDENCIAL SAO SEBASTIAO,CAIXA,FAR,Concluído,500,500,0,0,19598500.0,19598499.16
783,260.99,Ouricuri ,PE,Nordeste,28/12/2011,36500891.0,RESIDENCIAL SAO SEBATIAO II,CAIXA,FAR,Concluído,321,321,0,0,14764272.0,14764272.3
784,261.0,Palmares ,PE,Nordeste,27/09/2010,34203641.0,CONJUNTO PALMAR,CAIXA,FAR,Não Concluído,300,0,300,0,12487310.0,12413634.51
